"","Player","Years","Full_Salary","Avg_Salary","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","X","OWS","DWS","WS","WS.48","X.1","OBPM","DBPM","BPM","VORP"
"65","Jarrett Allen","5",1e+08,2e+07,"C",22,"TOT",63,45,29.6,4.7,7.7,0.618,0.1,0.3,0.316,4.6,7.3,0.631,0.624,3.2,4.6,0.703,3.1,6.9,10,1.7,0.5,1.4,1.6,1.5,12.8,20.1,0.661,0.039,0.602,11.6,26.3,18.9,8.7,0.8,4.3,14.1,16.6,NA,4.3,2.1,6.4,0.166,NA,1.3,-0.2,1.1,1.4
"66","JaVale McGee","1",5e+06,5e+06,"C",33,"TOT",46,2,14.7,3.1,6.1,0.511,0.1,0.5,0.208,3,5.6,0.539,0.52,1,1.5,0.657,1.7,3.5,5.2,0.8,0.4,1.2,1.3,2.6,7.3,17,0.541,0.085,0.238,12.6,27.3,19.8,9.7,1.4,7.3,16.2,23.9,NA,-0.1,1.1,1,0.068,NA,-3.3,0.8,-2.5,-0.1
"67","Javonte Green","2",3484855,1742428,"SF-SG",27,"TOT",41,2,11.5,1.3,2.5,0.52,0.2,0.7,0.333,1,1.8,0.597,0.569,0.7,1,0.75,0.6,1.1,1.7,0.4,0.7,0.1,0.5,1.1,3.6,12.1,0.61,0.294,0.392,6.1,10.6,8.3,4.8,2.9,1.1,13.7,12.6,NA,0.5,0.6,1.1,0.107,NA,-2.2,1.7,-0.5,0.2
"68","Jeff Green","2",9e+06,4500000,"PF",34,"BRK",68,38,27,3.8,7.8,0.492,1.5,3.7,0.412,2.3,4.1,0.564,0.59,1.8,2.4,0.776,0.5,3.4,3.9,1.6,0.5,0.4,0.8,1.8,11,13,0.624,0.472,0.304,2.2,13.1,7.9,7.8,0.9,1.3,8.2,15.6,NA,2.9,1.2,4.1,0.107,NA,0,-0.9,-0.8,0.6
"69","John Collins","5",1.25e+08,2.5e+07,"PF",23,"ATL",63,63,29.3,6.8,12.2,0.556,1.3,3.3,0.399,5.5,8.9,0.615,0.61,2.7,3.2,0.833,1.9,5.5,7.4,1.2,0.5,1,1.3,3.1,17.6,20.6,0.645,0.27,0.265,7.1,20.3,13.8,6.9,0.9,3,8.9,22.2,NA,4.8,1.9,6.7,0.174,NA,2.5,-0.2,2.3,2
"70","Jordan Bell","1",1789256,1789256,"C",26,"TOT",6,1,13.7,1.2,3.7,0.318,0,0.3,0,1.2,3.3,0.35,0.318,0.2,0.3,0.5,1.2,2.8,4,1.2,0.5,0.8,0.7,1.2,2.5,8,0.328,0.091,0.091,9.1,21.9,15.5,10.6,1.7,5.2,14.9,13.6,NA,-0.1,0.1,0,-0.008,NA,-5.9,0.1,-5.8,-0.1
"71","Jordan McLaughlin","3",6480000,2160000,"PG",24,"MIN",51,2,18.4,2,4.7,0.413,0.6,1.8,0.359,1.3,2.9,0.447,0.481,0.5,0.6,0.767,0.4,1.7,2.1,3.8,1,0.1,1,0.9,5,12,0.502,0.38,0.124,2.3,10.4,6.2,28,2.6,0.6,16.7,13.7,NA,0.6,0.6,1.2,0.062,NA,-2,0.2,-1.7,0.1
"72","Josh Hart","3",37920000,12640000,"SF",25,"NOP",47,4,28.7,3.2,7.3,0.439,1.3,4.1,0.326,1.9,3.2,0.583,0.531,1.5,1.9,0.775,1.1,6.9,8,2.3,0.8,0.3,1,2.4,9.2,12.2,0.566,0.561,0.259,4.3,26.1,15.2,10.6,1.4,0.8,11.3,13.5,NA,1.4,1.3,2.7,0.097,NA,-1.1,0.3,-0.8,0.4
"73","Justise Winslow","2",8e+06,4e+06,"SF",24,"MEM",26,1,19.5,2.8,8.1,0.352,0.4,2.1,0.185,2.5,6,0.41,0.376,0.8,1.3,0.571,0.7,3.8,4.5,1.9,0.6,0.5,1.4,1.8,6.8,6.2,0.395,0.257,0.167,3.7,21.1,12.3,13.3,1.4,2.1,14.1,21.9,NA,-1.3,0.6,-0.7,-0.066,NA,-6.2,0.2,-6,-0.5
"74","Juwan Morgan","1",1669178,1669178,"PF",23,"UTA",29,0,5.1,0.5,1,0.467,0.1,0.4,0.308,0.3,0.6,0.588,0.533,0.1,0.2,0.429,0.3,0.7,1,0.3,0.1,0,0.1,0.7,1.2,8.5,0.529,0.433,0.233,6.8,13.1,10.1,8,1.3,0.6,10.8,10.9,NA,0.1,0.2,0.3,0.105,NA,-3.5,1.2,-2.3,0
"75","Kawhi Leonard","4",176265152,44066288,"SF",29,"LAC",52,52,34.1,8.9,17.5,0.512,1.9,4.9,0.398,7,12.6,0.557,0.568,5,5.7,0.885,1.1,5.4,6.5,5.2,1.6,0.4,2,1.6,24.8,26,0.622,0.28,0.325,3.6,17.4,10.7,24.9,2.3,1.1,9.2,28.6,NA,6.4,2.4,8.8,0.238,NA,6,1.3,7.3,4.2
"76","Keita Bates-Diop","2",3607937,1803969,"SF",25,"SAS",30,0,8.2,1,2.2,0.448,0.2,0.6,0.294,0.8,1.7,0.5,0.485,0.5,0.7,0.667,0.3,1.3,1.6,0.4,0.4,0.2,0.2,0.4,2.6,12,0.518,0.254,0.313,3.8,17.7,10.6,6.6,2.2,1.7,8.4,14.8,NA,0.1,0.3,0.3,0.068,NA,-2.3,0.4,-1.9,0
"77","Kelly Olynyk","3",37195122,12398374,"C-PF",29,"TOT",70,62,28.5,4.8,10,0.484,1.8,5.3,0.342,3,4.7,0.641,0.574,2.1,2.5,0.829,1.2,5.7,7,2.9,1.1,0.6,1.8,3,13.5,16.4,0.61,0.528,0.251,4.8,22.5,13.6,16,1.9,2.1,14,19.7,NA,2.5,2.6,5.1,0.121,NA,0.3,0.9,1.2,1.6
"78","Kelly Oubre Jr.","2",2.5e+07,12500000,"SF",25,"GSW",55,50,30.7,5.8,13.2,0.439,1.6,5.2,0.316,4.1,8,0.519,0.501,2.2,3.2,0.695,1.5,4.5,6,1.3,1,0.8,1.3,2.2,15.4,13.3,0.529,0.394,0.244,5.2,15.4,10.4,6.5,1.6,2.2,8,22.1,NA,0,2.2,2.2,0.062,NA,-1.4,-0.5,-1.9,0
"79","Kemba Walker","2",17894491,8947246,"PG",30,"BOS",43,43,31.8,6.6,15.7,0.42,3,8.2,0.36,3.7,7.5,0.486,0.514,3.1,3.5,0.899,0.4,3.6,4,4.9,1.1,0.3,2,1.4,19.3,17.7,0.559,0.522,0.22,1.3,12.6,6.9,23.8,1.7,0.8,10.6,26.1,NA,2.1,1.1,3.3,0.115,NA,2.8,-0.7,2.1,1.4
"80","Kendrick Nunn","2",10250000,5125000,"PG",25,"MIA",56,44,29.5,5.7,11.8,0.485,2.2,5.7,0.381,3.5,6,0.583,0.578,1,1.1,0.933,0.4,2.8,3.2,2.6,0.9,0.3,1.4,1.9,14.6,14.2,0.596,0.486,0.091,1.5,10.8,6.2,14.5,1.6,0.9,10.5,20.9,NA,1.4,1.5,2.9,0.084,NA,-0.1,-0.4,-0.5,0.6
"81","Kent Bazemore","1",2401537,2401537,"SF",31,"GSW",67,18,19.9,2.6,5.9,0.449,1.1,2.7,0.408,1.5,3.1,0.486,0.545,0.8,1.2,0.692,0.4,3,3.4,1.6,1,0.5,1.2,2.4,7.2,10.6,0.564,0.469,0.199,2.1,16,9.1,11.1,2.4,2.2,16.1,16.3,NA,-0.2,2.1,1.8,0.065,NA,-2.9,1.7,-1.2,0.2
"82","Khem Birch","3",20002500,6667500,"C",28,"TOT",67,22,22.8,2.8,5.7,0.497,0.2,0.8,0.25,2.6,4.9,0.537,0.514,1.4,1.9,0.705,2.6,3.2,5.8,1.3,0.7,0.7,0.7,1.7,7.2,15.1,0.552,0.137,0.339,11.6,15.3,13.4,8.5,1.5,3.1,9.2,13.6,NA,2.3,1.4,3.8,0.118,NA,-1,0.1,-1,0.4
"83","Kyle Guy","1",1669178,1669178,"PG",23,"SAC",31,0,7.6,0.9,2.8,0.33,0.4,1.5,0.283,0.5,1.4,0.381,0.403,0.5,0.6,0.8,0.2,1,1.1,1,0.2,0,0.4,0.6,2.8,8.5,0.449,0.523,0.227,2.3,14.4,8.3,17.9,1.2,0,10.2,19.7,NA,-0.1,0.1,-0.1,-0.015,NA,-3.7,-2.1,-5.8,-0.2
"84","Kyle Lowry","3",85000002,28333334,"PG",34,"TOR",46,46,34.8,5.7,13,0.436,2.8,7.2,0.396,2.8,5.8,0.487,0.546,3,3.5,0.875,0.8,4.6,5.4,7.3,1,0.3,2.7,3.1,17.2,16.5,0.593,0.555,0.268,2.3,15.1,8.5,31.8,1.4,0.9,15.9,21.4,NA,2.9,1.3,4.1,0.124,NA,2,-0.4,1.6,1.5
"85","LaMarcus Aldridge","1",2641691,2641691,"C",35,"TOT",26,23,25.9,5.4,11.4,0.473,1.2,3.1,0.388,4.2,8.3,0.505,0.525,1.6,1.8,0.872,0.7,3.8,4.5,1.9,0.4,1.1,1,1.8,13.5,15.7,0.556,0.27,0.159,3,15.8,9.4,11,0.8,3.7,7.9,22.2,NA,0.5,0.6,1.1,0.08,NA,-0.2,-0.2,-0.3,0.3
"86","Langston Galloway","1",2239544,2239544,"SG",29,"PHO",40,0,11,1.7,3.7,0.449,0.9,2.1,0.424,0.8,1.6,0.484,0.571,0.6,0.6,0.957,0.2,0.9,1.1,0.7,0.2,0,0.3,0.6,4.8,12.1,0.605,0.578,0.156,1.8,8.9,5.4,8,0.9,0,7.6,17.3,NA,0.6,0.3,0.9,0.096,NA,-0.1,-0.8,-0.9,0.1
"87","Lauri Markkanen","4",67470906,16867727,"PF",23,"CHI",51,26,25.8,4.9,10.2,0.48,2.3,5.8,0.402,2.6,4.4,0.582,0.594,1.5,1.8,0.826,0.7,4.6,5.3,0.9,0.5,0.3,1,1.5,13.6,15.2,0.619,0.568,0.177,3,19.4,11.3,5,1,1,8.5,20.2,NA,1.7,1.3,3,0.109,NA,1,-0.9,0.1,0.7
"88","Lonzo Ball","4",8e+07,2e+07,"PG",23,"NOP",55,55,31.8,5.3,12.7,0.414,3.1,8.3,0.378,2.1,4.5,0.482,0.537,0.9,1.2,0.781,0.6,4.2,4.8,5.7,1.5,0.6,2.2,1.9,14.6,15.2,0.551,0.65,0.091,2.1,14.3,8.2,25.4,2.3,1.7,14.5,20.5,NA,1.5,1.7,3.2,0.089,NA,1.4,0.3,1.7,1.6
"89","Luke Kornet","1",1789256,1789256,"C-PF",25,"TOT",31,2,11.2,1.4,3.3,0.436,0.5,1.9,0.254,0.9,1.4,0.69,0.51,0.1,0.2,0.5,0.5,1.7,2.2,0.8,0.1,1,0.2,0.6,3.4,13.3,0.511,0.584,0.059,4.4,17,10.7,9.5,0.6,8.5,6.3,13.7,NA,0.2,0.5,0.7,0.095,NA,-0.8,1.6,0.8,0.3
"90","Malik Monk","1",1789256,1789256,"SG",22,"CHO",42,0,20.9,4.1,9.5,0.434,2,5,0.401,2.1,4.5,0.471,0.54,1.4,1.7,0.819,0.3,2.1,2.4,2.1,0.5,0.1,1.3,1.1,11.7,13.6,0.569,0.531,0.18,1.7,10.9,6.2,15.7,1.1,0.5,11.3,23.8,NA,0.5,0.5,1,0.054,NA,0.2,-2,-1.8,0
"91","Markieff Morris","1",2641691,2641691,"PF",31,"LAL",61,27,19.7,2.5,6.2,0.405,1.1,3.4,0.311,1.4,2.8,0.521,0.491,0.6,0.8,0.72,0.8,3.6,4.4,1.2,0.4,0.3,0.9,1.7,6.7,9.3,0.509,0.553,0.132,4.5,20.3,12.5,8.6,0.9,1.4,11.9,16.4,NA,-0.2,1.8,1.6,0.062,NA,-2.9,0.3,-2.6,-0.2
"92","Maurice Harkless","2",9e+06,4500000,"PF-SF",27,"TOT",37,23,20.9,1.9,4.5,0.418,0.6,2.3,0.274,1.2,2.2,0.568,0.488,0.9,1.2,0.767,0.4,2.1,2.4,1.2,0.8,0.5,0.6,2.3,5.2,8.1,0.527,0.509,0.261,1.9,11.1,6.4,7.3,1.9,2.3,10.7,11.5,NA,0.2,0.4,0.6,0.038,NA,-3.8,0.1,-3.7,-0.3
"93","Max Strus","2",3421816,1710908,"SF",24,"MIA",39,0,13,2.2,4.8,0.455,1.3,3.8,0.338,0.9,1,0.897,0.588,0.4,0.6,0.667,0.1,0.9,1.1,0.6,0.3,0.1,0.2,1.1,6.1,12.1,0.597,0.791,0.128,1.1,8,4.6,7.3,1.1,0.4,3.9,18.3,NA,0.6,0.3,0.9,0.088,NA,-0.5,-1.7,-2.2,0
"94","Mike Conley","3",68040000,22680000,"PG",33,"UTA",51,51,29.4,5.6,12.5,0.444,2.7,6.6,0.412,2.9,6,0.479,0.552,2.4,2.8,0.852,0.7,2.8,3.5,6,1.4,0.2,1.9,1.9,16.2,19.2,0.589,0.523,0.222,2.7,9.6,6.3,30.6,2.3,0.5,12.4,23.1,NA,4,2.1,6.1,0.197,NA,3.6,1.3,4.9,2.6
"95","Mike Muscala","2",7e+06,3500000,"C",29,"OKC",35,0,18.4,3.4,7.6,0.446,1.9,5.3,0.37,1.5,2.4,0.614,0.573,0.9,1,0.917,0.5,3.2,3.8,0.8,0.2,0.3,0.6,1.5,9.7,14.7,0.599,0.689,0.135,3,18.4,10.6,7,0.6,1.5,6.9,20,NA,0.9,0.4,1.3,0.096,NA,0.9,-1,-0.1,0.3
"96","Moritz Wagner","2",3607937,1803969,"C",23,"TOT",45,24,16,2.3,5.1,0.454,0.7,2,0.341,1.6,3.1,0.529,0.522,1.6,1.9,0.816,0.6,2.6,3.2,1.1,0.6,0.4,1,2.4,6.9,12.5,0.58,0.397,0.38,3.9,17.7,10.7,9.7,1.7,2.2,13.9,18.1,NA,0.5,0.8,1.2,0.082,NA,-2.7,0.2,-2.6,-0.1
"97","Nate Hinton","1",1489065,1489065,"SG",21,"DAL",21,0,4.4,0.7,2,0.357,0.2,0.9,0.211,0.5,1.1,0.478,0.405,0.3,0.5,0.7,0,0.4,0.4,0.4,0.3,0.1,0.2,0.4,2,10.4,0.442,0.452,0.238,1.2,9.4,5.3,12.4,3.7,2,9.7,24.4,NA,-0.2,0.1,0,-0.015,NA,-4.5,1,-3.4,0
"98","Nemanja Bjelica","1",2089448,2089448,"PF",32,"TOT",37,3,16.1,2.4,5.3,0.454,0.7,2.3,0.318,1.7,3,0.559,0.523,1,1.4,0.725,0.8,2.6,3.4,1.9,0.4,0.1,0.9,1.8,6.5,12.9,0.554,0.434,0.26,5.4,18.5,11.9,16.2,1.2,0.8,13.1,18.4,NA,0.5,0.3,0.9,0.071,NA,-1.4,-0.8,-2.2,0
"99","Nerlens Noel","3",27720000,9240000,"C",26,"NYK",64,41,24.2,2.1,3.5,0.614,0,0,0,2.1,3.4,0.623,0.614,0.8,1.1,0.714,2.2,4.2,6.4,0.7,1.1,2.2,1,2.8,5.1,14.8,0.638,0.013,0.314,10.1,18.4,14.3,4.1,2.3,8.7,20.4,9.2,NA,1.6,3.6,5.2,0.162,NA,-2.4,3.8,1.4,1.3
"100","Nicolas Batum","2",6498559,3249280,"SF",32,"LAC",67,38,27.4,2.9,6.1,0.464,1.6,4.1,0.404,1.2,2.1,0.579,0.597,0.7,0.9,0.828,0.7,4,4.7,2.2,1,0.6,0.8,1.5,8.1,12.9,0.617,0.66,0.141,3.2,15.9,9.7,10.5,1.9,1.8,10.8,11.8,NA,2.7,2.3,5,0.132,NA,0.6,1.5,2.1,1.9
"101","Norman Powell","5",9e+07,1.8e+07,"SG-SF",27,"TOT",69,58,32,6.3,13.3,0.477,2.5,6,0.411,3.9,7.3,0.532,0.57,3.4,3.9,0.871,0.6,2.5,3.1,1.9,1.2,0.3,1.7,2.3,18.6,16.2,0.618,0.453,0.295,2,8.8,5.3,9.2,1.8,0.8,10.3,22.6,NA,3.4,1.3,4.7,0.103,NA,1.1,-0.7,0.4,1.3
"102","Otto Porter Jr.","1",2389641,2389641,"SF-PF",27,"TOT",28,6,21.6,3.5,8.1,0.432,1.4,3.7,0.375,2.1,4.4,0.48,0.518,1.3,1.5,0.857,1,4.4,5.4,2,0.6,0.1,0.9,1.5,9.7,14.5,0.552,0.458,0.185,5.2,22.4,13.8,12.9,1.3,0.6,9.2,19.3,NA,0.6,0.7,1.3,0.101,NA,0,0,0,0.3
"103","P.J. Tucker","2",14350000,7175000,"PF",35,"TOT",52,33,26.1,1.3,3.4,0.373,0.8,2.3,0.336,0.5,1.1,0.448,0.486,0.4,0.5,0.75,1,2.9,3.9,1.2,0.8,0.4,0.8,2.4,3.7,5.5,0.51,0.672,0.158,3.9,12.3,8,5.7,1.4,1.3,17.4,7.2,NA,0.1,0.9,1,0.034,NA,-4.6,0.5,-4.1,-0.7
"104","Patrick Patterson","1",2641691,2641691,"PF",31,"LAC",38,5,15.3,1.9,4.3,0.436,1.1,2.9,0.357,0.8,1.4,0.604,0.558,0.3,0.4,0.765,0.5,1.5,2,0.8,0.4,0.2,0.3,1.2,5.2,10.9,0.571,0.679,0.103,3.8,10.5,7.2,6.7,1.2,1.2,6,14,NA,0.7,0.5,1.2,0.101,NA,-0.4,-0.1,-0.6,0.2
"105","Patty Mills","2",12074500,6037250,"PG",32,"SAS",68,1,24.8,3.7,9,0.412,2.4,6.3,0.375,1.3,2.7,0.5,0.544,1,1.1,0.91,0.3,1.4,1.7,2.4,0.6,0,1,1.2,10.8,11.8,0.57,0.702,0.128,1.1,6.3,3.7,13.5,1.2,0.2,9.3,18.4,NA,1.3,0.8,2.2,0.062,NA,0,-1.2,-1.2,0.4
"106","Paul Millsap","1",2641691,2641691,"PF",35,"DEN",56,36,20.8,3.4,7.2,0.476,0.9,2.6,0.343,2.5,4.6,0.55,0.537,1.3,1.8,0.724,1.4,3.3,4.7,1.8,0.9,0.6,0.9,2,9,16.4,0.565,0.357,0.244,7.4,18.1,12.8,11.6,2.2,3,10.3,18.6,NA,1.7,1.6,3.2,0.133,NA,0.3,0.7,1,0.9
"107","Rajon Rondo","1",2641691,2641691,"PG",34,"TOT",45,3,17.1,2.1,4.8,0.442,0.8,2,0.404,1.3,2.8,0.468,0.526,0.4,0.4,0.941,0.4,2,2.4,4.4,0.8,0.1,1.8,1.2,5.4,13.2,0.544,0.414,0.079,2.7,12.9,7.9,35.3,2.4,0.5,26.2,17.2,NA,0.5,0.8,1.3,0.081,NA,-0.5,0.3,-0.2,0.4
"108","Raul Neto","1",2089448,2089448,"PG",28,"WAS",64,22,21.9,3.3,7,0.468,1,2.6,0.39,2.3,4.4,0.512,0.539,1.2,1.3,0.882,0.4,2,2.4,2.3,1.1,0.1,0.8,1.7,8.7,13,0.575,0.367,0.19,2.1,9.6,5.9,14,2.4,0.4,9.9,15.8,NA,1.5,1.3,2.8,0.097,NA,-1.4,0.9,-0.6,0.5
"109","Reggie Bullock","3",30038400,10012800,"SF",29,"NYK",65,64,30,3.8,8.6,0.442,2.5,6.1,0.41,1.3,2.5,0.521,0.587,0.8,0.8,0.909,0.2,3.2,3.4,1.5,0.8,0.2,0.7,2.2,10.9,11.1,0.606,0.709,0.098,0.9,11.4,6.2,7.4,1.3,0.5,7.1,14.4,NA,2.3,2.3,4.6,0.114,NA,-0.9,0.8,-0.1,0.9
"110","Reggie Jackson","2",21599760,10799880,"SG",30,"LAC",67,43,23,3.9,8.7,0.45,1.8,4.2,0.433,2.1,4.5,0.465,0.554,1,1.2,0.817,0.4,2.5,2.9,3.1,0.6,0.1,1.1,1.9,10.7,14.2,0.576,0.482,0.14,1.8,11.9,7,19,1.3,0.4,10.6,19.9,NA,2.3,1.4,3.7,0.115,NA,0.6,-0.2,0.4,0.9
"111","Reggie Perry","1",1489065,1489065,"PF",20,"BRK",26,0,8.1,1.2,3,0.41,0.2,0.8,0.19,1.1,2.2,0.491,0.436,0.4,0.5,0.769,1,1.8,2.8,0.5,0.2,0.2,0.6,1.5,3,11,0.466,0.269,0.167,14.9,22.9,19.1,9,1.4,2.5,15.2,20.4,NA,-0.1,0.2,0.2,0.04,NA,-5.3,-1.4,-6.7,-0.2
"112","Richaun Holmes","4",46522560,11630640,"C",27,"SAC",61,61,29.2,6,9.4,0.637,0,0.2,0.182,6,9.2,0.645,0.638,2.2,2.8,0.794,2.4,5.9,8.3,1.7,0.6,1.6,1.2,3.5,14.2,20.2,0.669,0.019,0.296,8.8,22.7,15.7,8.3,1.1,4.6,10.3,17.5,NA,4.7,1.4,6.1,0.165,NA,0.6,0,0.6,1.2
"113","Robin Lopez","1",5e+06,5e+06,"C",32,"WAS",71,9,19.1,3.8,6,0.633,0.1,0.3,0.278,3.7,5.7,0.649,0.639,1.4,1.9,0.723,2,1.8,3.8,0.8,0.2,0.6,1.1,1.5,9,16.7,0.661,0.042,0.322,11.1,10.2,10.6,5.9,0.5,2.7,13.4,17.1,NA,2.8,0.9,3.7,0.131,NA,0.2,-1.2,-1,0.4
"114","Rodney Hood","1",2239544,2239544,"SF",28,"TOT",55,5,17.1,1.7,4.7,0.362,0.6,2.1,0.301,1.1,2.7,0.408,0.427,0.4,0.5,0.857,0.4,1.5,1.9,1,0.4,0.1,0.7,1.3,4.5,5.6,0.452,0.435,0.108,2.6,9.4,5.9,7.5,1.2,0.7,11.7,14.1,NA,-0.7,0.3,-0.4,-0.019,NA,-4.9,-1.4,-6.4,-1
"115","Rudy Gay","3",18553500,6184500,"PF",34,"SAS",63,1,21.6,4.2,10,0.42,1.7,4.4,0.381,2.5,5.6,0.451,0.505,1.3,1.6,0.804,0.7,4.1,4.8,1.4,0.7,0.6,1,1.8,11.4,14.7,0.532,0.443,0.162,3.2,20.9,11.9,9.7,1.6,2.5,8.8,23.6,NA,0,1.7,1.7,0.059,NA,-0.1,0,-0.1,0.6
"116","Ryan Arcidiacono","1",1789256,1789256,"PG",26,"CHI",44,0,10.2,1.1,2.7,0.419,0.6,1.5,0.373,0.5,1.1,0.48,0.526,0.3,0.5,0.65,0.1,1.4,1.5,1.3,0.2,0,0.2,1.1,3.1,9.8,0.541,0.573,0.171,1.2,15.1,8.3,16.3,1,0,7.4,13.1,NA,0.5,0.4,0.9,0.093,NA,-2.6,0.3,-2.3,0
"117","Saben Lee","3",5143840,1714613,"PG",21,"DET",48,7,16.3,2.1,4.4,0.471,0.2,0.5,0.348,1.9,3.9,0.487,0.49,1.3,1.9,0.685,0.4,1.6,2,3.6,0.7,0.3,1.1,1.6,5.6,13.8,0.536,0.11,0.424,2.8,11.1,6.9,33.2,2,1.5,18.1,17,NA,0.7,0.8,1.5,0.091,NA,-2.1,0.2,-2,0
"118","Semi Ojeleye","1",1789256,1789256,"PF",26,"BOS",56,15,17,1.6,3.9,0.403,1,2.8,0.367,0.6,1.1,0.492,0.534,0.4,0.6,0.75,0.6,2.1,2.6,0.7,0.3,0,0.4,1,4.6,8.3,0.553,0.715,0.145,3.6,13.7,8.6,5.1,0.9,0,8.2,11.6,NA,0.7,0.6,1.2,0.063,NA,-1.7,-0.7,-2.4,-0.1
"119","Shaquille Harrison","1",1789256,1789256,"SG",27,"TOT",34,0,9.8,0.8,2.3,0.333,0.1,0.5,0.188,0.7,1.8,0.371,0.353,0.5,0.6,0.818,0.2,1.2,1.4,0.7,0.5,0.1,0.3,1,2.1,6.8,0.416,0.205,0.282,2.4,13.7,8.1,9.5,2.5,1.5,11.1,12.9,NA,-0.2,0.4,0.2,0.03,NA,-5.5,1.5,-4.1,-0.2
"120","Solomon Hill","1",2389641,2389641,"PF",29,"ATL",71,16,21.3,1.5,4.2,0.359,1,3,0.321,0.5,1.2,0.453,0.473,0.5,0.6,0.761,0.6,2.4,3,1.1,0.7,0.2,0.6,1.6,4.5,6.7,0.498,0.711,0.154,3.1,12.2,7.7,6.4,1.6,0.6,11.7,10.4,NA,0.1,1.2,1.3,0.04,NA,-3,0.5,-2.5,-0.2
"121","Spencer Dinwiddie","3",5.4e+07,1.8e+07,"SG",27,"BRK",3,3,21.3,2,5.3,0.375,0.7,2.3,0.286,1.3,3,0.444,0.438,2,2,1,0,4.3,4.3,3,0.7,0.3,1.7,1.3,6.7,10.1,0.536,0.438,0.375,0,21.3,11.2,17.6,1.5,1.4,21.2,16.1,NA,0,0.1,0.1,0.045,NA,-2.4,2.6,0.2,0
"122","Stanley Johnson","1",2089448,2089448,"PF",24,"TOR",61,13,16.5,1.5,3.8,0.382,0.7,2.2,0.328,0.7,1.6,0.458,0.479,0.7,0.9,0.8,0.5,2,2.5,1.5,0.9,0.3,0.9,1.9,4.4,8.8,0.519,0.588,0.236,3.1,14.1,8.4,12,2.5,1.8,17.4,13.4,NA,-0.1,1.1,1,0.048,NA,-3.8,1.2,-2.5,-0.1
"123","Sterling Brown","2",6e+06,3e+06,"SG",25,"HOU",51,14,24.1,2.9,6.6,0.448,1.8,4.2,0.423,1.2,2.4,0.492,0.584,0.5,0.6,0.806,0.7,3.6,4.4,1.4,0.7,0.2,0.8,1.9,8.2,11.1,0.597,0.642,0.093,3.2,16.8,9.7,8.4,1.5,0.9,10.5,13.5,NA,1,0.8,1.8,0.071,NA,-1.6,0,-1.6,0.1
"124","T.J. McConnell","4",33600000,8400000,"PG",28,"IND",69,3,26,4,7.1,0.559,0.2,0.7,0.313,3.8,6.4,0.586,0.574,0.5,0.7,0.688,0.8,2.9,3.7,6.6,1.9,0.3,2,1.6,8.6,16.9,0.583,0.098,0.098,3.3,12.1,7.7,34.3,3.4,1,20.9,15.3,NA,2.6,2.2,4.8,0.128,NA,-0.2,1.7,1.4,1.5
"125","Tacko Fall","1",1669178,1669178,"C",25,"BOS",19,0,7.2,1.1,1.5,0.724,0,0,NA,1.1,1.5,0.724,0.724,0.3,0.8,0.333,0.8,1.9,2.7,0.2,0.1,1.1,0.3,1.2,2.5,19.6,0.66,0,0.517,13,29.7,21.3,3.1,0.4,13.7,14.4,13.2,NA,0.2,0.3,0.5,0.177,NA,-1.7,2.9,1.2,0.1
"126","Taj Gibson","2",10065500,5032750,"C",35,"NYK",45,3,20.8,2.2,3.5,0.627,0.1,0.3,0.2,2.1,3.2,0.671,0.636,0.9,1.2,0.727,2.2,3.4,5.6,0.8,0.7,1.1,0.5,2.2,5.4,16,0.661,0.095,0.348,11.6,17.3,14.5,5.4,1.7,5,10.8,9.7,NA,2.1,1.7,3.8,0.195,NA,-0.7,2.1,1.3,0.8
"127","Talen Horton-Tucker","3",30780000,10260000,"SG",20,"LAL",65,4,20.1,3.4,7.5,0.458,0.6,2,0.282,2.9,5.5,0.522,0.496,1.5,2,0.775,0.4,2.2,2.6,2.8,1,0.3,1.6,2,9,12.9,0.536,0.268,0.264,2.2,12.3,7.3,20.8,2.4,1.4,16.1,21.7,NA,-0.1,2.2,2.1,0.078,NA,-2.6,1.5,-1.2,0.3
"128","Terence Davis","2",8e+06,4e+06,"SG",23,"TOT",61,4,17.6,3.2,7.5,0.428,1.6,4.4,0.367,1.6,3.1,0.513,0.535,0.7,0.9,0.818,0.3,2.2,2.5,1.4,0.7,0.2,1,1.6,8.7,12.7,0.555,0.586,0.121,2,14.1,7.9,11.4,2,1.2,11.6,21.8,NA,0.1,0.8,0.8,0.038,NA,-0.9,-0.9,-1.7,0.1
"129","Thanasis Antetokounmpo","2",3607937,1803969,"SF",28,"MIL",57,3,9.7,1.2,2.4,0.489,0.1,0.5,0.241,1.1,1.9,0.556,0.515,0.4,0.9,0.51,0.9,1.2,2.2,0.8,0.4,0.2,0.8,1.3,2.9,10.3,0.523,0.212,0.358,10.7,12.9,11.8,10.3,1.9,1.6,21.3,15.3,NA,0,0.6,0.7,0.057,NA,-3.7,0.2,-3.5,-0.2
