"","Player","Years","Full_Salary","Avg_Salary","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","X","OWS","DWS","WS","WS.48","X.1","OBPM","DBPM","BPM","VORP"
"65","Robin Lopez","2",2905851,2905851,"C",33,"ORL",36,9,17,3.1,5.5,0.553,0.1,0.2,0.333,3,5.4,0.56,0.558,0.9,1.5,0.593,1.9,1.6,3.5,1.5,0.1,0.5,1.2,1.9,7.1,13.7,0.57,0.03,0.271,11.7,10,10.9,14.4,0.2,2.7,16.5,18.9,NA,0.5,0.3,0.8,0.064,NA,-2.4,-1.4,-3.8,-0.3
"66","Rodney McGruder","1",2298385,2298385,"SG",30,"DET",51,2,14.8,1.9,4.4,0.436,1.1,2.9,0.397,0.8,1.5,0.506,0.564,0.4,0.5,0.731,0.6,1.6,2.2,0.9,0.4,0.1,0.5,1.1,5.4,11.6,0.577,0.649,0.116,4.2,12.1,8,9.6,1.4,0.8,9.2,14.8,NA,0.7,0.4,1.2,0.075,NA,-0.7,-0.7,-1.4,0.1
"67","Sam Hauser","2",5658206,1886069,"SF",24,"BOS",26,0,6.1,0.9,1.9,0.46,0.7,1.7,0.432,0.2,0.2,0.667,0.65,0,0,NA,0.2,0.9,1.1,0.4,0,0.1,0.1,0.3,2.5,14.8,0.65,0.88,0,3.5,16,9.9,9.1,0.3,1.2,3.8,14.5,NA,0.4,0.2,0.6,0.171,NA,2.7,-0.3,2.3,0.2
"68","Serge Ibaka","2",2905851,2905851,"C",32,"TOT",54,12,16.2,2.7,5.5,0.5,0.7,1.8,0.374,2.1,3.6,0.563,0.563,0.6,0.8,0.727,1.1,3.5,4.6,0.9,0.2,0.6,0.8,1.9,6.8,14.4,0.579,0.334,0.149,7.7,22.2,15.1,8.4,0.6,3.3,12,17.8,NA,0.8,1.1,2,0.108,NA,-1.3,-0.2,-1.5,0.1
"69","Taj Gibson","2",2905851,2905851,"C",36,"NYK",52,4,18.2,1.7,3.2,0.518,0.3,0.7,0.395,1.4,2.5,0.555,0.563,0.8,1,0.808,1.7,2.7,4.4,0.6,0.4,0.8,0.5,2.6,4.4,12,0.606,0.229,0.313,9.8,16.3,13,4.9,1.2,4.2,12.5,10,NA,1.4,1.2,2.7,0.135,NA,-3,1,-2,0
"70","Theo Pinson","2",1968175,1968175,"SF",26,"DAL",19,0,7.8,0.7,2.1,0.359,0.5,1.6,0.333,0.2,0.5,0.444,0.487,0.5,0.5,1,0.1,1,1.1,0.9,0.3,0.1,0.3,0.6,2.5,11.9,0.553,0.769,0.256,1.5,14.3,7.9,15.9,1.7,1.2,10.3,14.7,NA,0.2,0.2,0.4,0.122,NA,-1.5,1,-0.5,0.1
"71","Thomas Bryant","1",2133278,2133278,"C",24,"WAS",27,9,16.3,2.9,5.5,0.52,0.4,1.6,0.286,2.4,3.9,0.613,0.561,1.3,1.5,0.875,1,3,4,0.9,0.2,0.8,0.7,1.6,7.4,16.6,0.607,0.284,0.27,6.7,20.4,13.6,7.9,0.7,4.1,10.3,18.7,NA,0.7,0.4,1.1,0.118,NA,-0.4,-0.7,-1,0.1
"72","Trevelin Queen","3",3565862,1782931,"SG",24,"HOU",10,0,7.4,1.5,3.3,0.455,0.9,2.4,0.375,0.6,0.9,0.667,0.591,0.4,0.4,1,0.7,0.9,1.6,0.4,0.5,0.1,0.7,0.6,4.3,18.2,0.619,0.727,0.121,10.3,13.4,11.9,8.8,3.2,1.2,16.8,23.9,NA,0.1,0.1,0.1,0.08,NA,2.7,-0.8,1.9,0.1
"73","Troy Brown Jr.","2",1968185,1968185,"SF",22,"CHI",66,7,16,1.6,3.9,0.419,0.7,2,0.353,0.9,1.9,0.488,0.51,0.3,0.4,0.769,0.6,2.5,3.1,1,0.5,0.1,0.4,0.9,4.3,10.1,0.525,0.516,0.101,4.2,17.4,10.8,8.2,1.7,0.4,8.8,12.3,NA,0.5,0.9,1.4,0.065,NA,-1.7,-0.2,-1.8,0.1
"74","Tyus Jones","3",3e+07,14500000,"PG",25,"MEM",73,23,21.2,3.4,7.6,0.451,1.1,2.8,0.39,2.3,4.8,0.487,0.524,0.7,0.9,0.818,0.2,2.2,2.4,4.4,0.9,0,0.6,0.4,8.7,16.5,0.544,0.371,0.12,1.1,11,5.9,28.2,2,0.1,7.3,16.6,NA,3.4,1.6,5.1,0.158,NA,1.2,0.5,1.7,1.4
"75","Victor Oladipo","4",18200000,9100000,"SG",29,"MIA",8,1,21.6,4.4,9.1,0.479,1.9,4.5,0.417,2.5,4.6,0.541,0.582,1.8,2.4,0.737,0.4,2.5,2.9,3.5,0.6,0.1,2,1.6,12.4,16.8,0.608,0.493,0.26,2,12.9,7.5,26.3,1.4,0.6,16.4,25.1,NA,0.2,0.2,0.4,0.124,NA,1.8,-0.5,1.3,0.1
"76","Wesley Matthews","2",2905851,2905851,"SG",35,"MIL",49,14,20.4,1.8,4.5,0.395,1.1,3.2,0.338,0.7,1.3,0.54,0.516,0.4,0.6,0.786,0.6,1.3,1.9,0.7,0.5,0.2,0.4,1.8,5.1,6.9,0.536,0.714,0.127,3.2,6.4,4.9,4.6,1.1,0.8,7.2,10.7,NA,0.6,0.6,1.2,0.056,NA,-3,-0.3,-3.3,-0.3
"77","Xavier Moon","1",1637966,1637966,"SG",27,"LAC",10,0,13.7,2.5,5.1,0.49,0.5,1.4,0.357,2,3.7,0.541,0.539,0.3,0.5,0.6,0.2,1.2,1.4,2.4,0.7,0.3,0.6,0.9,5.8,16.2,0.545,0.275,0.098,1.6,9,5.4,27,2.5,1.9,10.1,19,NA,0.2,0.2,0.3,0.121,NA,-1.1,1,-0.1,0.1
"78","Zach LaVine","5",215159700,43031940,"SG",26,"CHI",67,67,34.7,8.4,17.7,0.476,2.8,7.1,0.389,5.7,10.6,0.534,0.554,4.8,5.6,0.853,0.3,4.3,4.6,4.5,0.6,0.3,2.6,1.8,24.4,20,0.605,0.401,0.316,1.1,13.8,7.4,20.8,0.9,0.9,11.2,28.8,NA,4.5,1.3,5.8,0.12,NA,3.9,-1.5,2.4,2.6
